Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado (S/);Fecha anterior;Cierre anterior corregido
26/02/2019;3.75;3.72;3.75;3.71;3.722416719241383;207641;772926.33;25/02/2019;3.72
25/02/2019;3.75;3.72;3.76;3.7;3.7070590484853714;2444923;9063473.93;22/02/2019;3.8
22/02/2019;3.8;3.8;3.8;3.8;3.8;79300;301340;21/02/2019;3.8
21/02/2019;3.8;3.8;3.81;3.8;3.8018577633643957;153561;583817.08;20/02/2019;3.8
20/02/2019;3.8;3.8;3.81;3.8;3.800670772136125;387613;1473189.4;19/02/2019;3.8
19/02/2019;3.8;3.8;3.8;3.79;3.7972051957950903;125948;478250.4;18/02/2019;3.8
18/02/2019;3.8;3.8;3.81;3.8;3.8000907380407427;368313;1399622.82;15/02/2019;3.81
15/02/2019;3.8;3.81;3.81;3.8;3.8049144832605535;21984;83647.24;14/02/2019;3.8
14/02/2019;3.85;3.8;3.86;3.8;3.8108738907983835;331094;1261757.48;13/02/2019;3.89
13/02/2019;3.9;3.89;3.9;3.89;3.8995309238454863;426370;1662643;12/02/2019;3.89
12/02/2019;3.89;3.89;3.95;3.88;3.9280331602845693;67611;265578.25;11/02/2019;3.89
11/02/2019;3.94;3.89;3.95;3.89;3.900895858311773;47541;185452.49;07/02/2019;3.95
08/02/2019;;;;;3.9285714285714284;2800;11000;07/02/2019;3.95
07/02/2019;3.9;3.95;3.95;3.9;3.9260892506746843;181937;714300.9;06/02/2019;3.9
06/02/2019;3.88;3.9;3.92;3.88;3.899864012970979;336135;1310880.79;05/02/2019;3.88
05/02/2019;3.88;3.88;3.88;3.88;3.88;87802;340671.76;04/02/2019;3.88
04/02/2019;3.9;3.88;3.9;3.88;3.897863400042732;140410;547299;01/02/2019;3.9
01/02/2019;3.86;3.9;3.9;3.86;3.881728785046729;107000;415344.98;31/01/2019;3.85
31/01/2019;3.83;3.85;3.85;3.83;3.8351834627976515;408993;1568563.19;30/01/2019;3.8
30/01/2019;3.82;3.8;3.82;3.8;3.801336080667254;597913;2272868.26;29/01/2019;3.8
29/01/2019;3.8;3.8;3.8;3.8;3.8000000000000003;698774;2655341.2;28/01/2019;3.8
28/01/2019;3.81;3.8;3.81;3.8;3.8000270227821398;961411;3653387.78;25/01/2019;3.82
25/01/2019;3.82;3.82;3.82;3.82;3.82;3400;12988;24/01/2019;3.82
24/01/2019;3.78;3.82;3.82;3.78;3.796404166675273;484127;1837941.76;23/01/2019;3.8
23/01/2019;3.8;3.8;3.8;3.8;3.8000000000000003;50934;193549.2;22/01/2019;3.8
22/01/2019;3.8;3.8;3.8;3.8;3.799997710360618;43675;165964.9;21/01/2019;3.8
21/01/2019;3.8;3.8;3.8;3.8;3.8001401776362154;256817;975940.6;18/01/2019;3.8
18/01/2019;3.8;3.8;3.83;3.8;3.8132618807484455;66431;253318.8;17/01/2019;3.85
17/01/2019;3.89;3.85;3.89;3.85;3.858702922421931;103818;400602.82;16/01/2019;3.82
16/01/2019;3.82;3.82;3.82;3.82;3.8200000000000003;29303;111937.46;15/01/2019;3.82
15/01/2019;3.85;3.82;3.85;3.8;3.8043185032089633;55158;209838.6;14/01/2019;3.8
14/01/2019;3.8;3.8;3.82;3.8;3.804563519173078;33667;128088.24;11/01/2019;3.8
11/01/2019;3.86;3.8;3.86;3.8;3.847054425451827;38787;149215.7;10/01/2019;3.85
10/01/2019;3.8;3.85;3.85;3.8;3.846957961001646;107543;413713.4;09/01/2019;3.8
09/01/2019;3.7;3.8;3.8;3.68;3.7227256934574005;316602;1178622.4;08/01/2019;3.7
08/01/2019;3.75;3.7;3.75;3.7;3.7163227341927323;404624;1503713.37;07/01/2019;3.75
07/01/2019;3.85;3.75;3.85;3.75;3.780520608908883;268743;1015988.45;04/01/2019;3.85
04/01/2019;3.85;3.85;3.85;3.85;3.85;39135;150669.75;03/01/2019;3.85
03/01/2019;3.9;3.85;3.9;3.85;3.8697692197974614;175275;678273.8;02/01/2019;3.9
02/01/2019;3.9;3.9;3.9;3.9;3.9;4185;16321.5;28/12/2018;3.95
31/12/2018;;;;;;;;28/12/2018;3.95
28/12/2018;3.95;3.95;3.95;3.95;3.9445317160469275;5029;19837.05;27/12/2018;3.9
27/12/2018;3.9;3.9;3.9;3.87;3.890800254048904;25192;98017.04;26/12/2018;3.87
26/12/2018;3.87;3.87;3.87;3.87;3.87;9873;38208.51;21/12/2018;3.87
24/12/2018;;;;;;;;21/12/2018;3.87
21/12/2018;3.95;3.87;3.95;3.87;3.886719442685244;118425;460284.75;20/12/2018;3.95
20/12/2018;3.95;3.95;3.95;3.95;3.95;3630;14338.5;19/12/2018;3.95
19/12/2018;3.95;3.95;3.95;3.95;3.95;15922;62891.9;18/12/2018;3.95
18/12/2018;3.95;3.95;3.97;3.95;3.9503463467346434;144364;570287.8;17/12/2018;3.95
17/12/2018;3.95;3.95;3.95;3.95;3.9498988612798778;82461;325712.61;14/12/2018;3.95
14/12/2018;3.95;3.95;3.95;3.9;3.946593193200014;58706;231688.7;13/12/2018;3.95
13/12/2018;3.95;3.95;3.95;3.95;3.9499999999999997;10776;42565.2;12/12/2018;3.95
12/12/2018;3.9;3.95;3.95;3.9;3.924112068202602;271192;1064187.8;11/12/2018;3.9
11/12/2018;3.9;3.9;3.9;3.89;3.8911356249384417;50765;197533.5;10/12/2018;3.91
10/12/2018;3.92;3.91;3.92;3.91;3.9157894736842107;23750;93000;07/12/2018;3.95
07/12/2018;3.95;3.95;3.95;3.95;3.95;5020;19829;06/12/2018;3.9
06/12/2018;3.92;3.9;3.92;3.9;3.905200571674368;72069;281443.9;04/12/2018;3.9
05/12/2018;;;;;;;;04/12/2018;3.9
04/12/2018;3.9;3.9;3.9;3.9;3.9;20351;79368.9;03/12/2018;3.9
03/12/2018;3.91;3.9;3.91;3.9;3.9012085126451685;16963;66176.2;30/11/2018;3.91
30/11/2018;3.91;3.91;3.91;3.91;3.91;180416;705426.56;29/11/2018;3.91
29/11/2018;3.9;3.91;3.91;3.9;3.908952133194589;28830;112695.09;28/11/2018;3.9
28/11/2018;3.9;3.9;3.95;3.9;3.924170370511671;157269;617150.35;27/11/2018;3.84
27/11/2018;3.83;3.84;3.84;3.83;3.8397395227559197;184853;709787.37;26/11/2018;3.85
26/11/2018;3.83;3.85;3.85;3.83;3.832362625807421;33285;127560.19;23/11/2018;3.83
23/11/2018;3.78;3.83;3.83;3.78;3.825660148919426;33038;126392.16;22/11/2018;3.8
22/11/2018;3.8;3.8;3.81;3.8;3.8002313065123867;175957;668677.3;21/11/2018;3.7
21/11/2018;3.7;3.7;3.7;3.7;3.7;68453;253276.1;20/11/2018;3.7
20/11/2018;3.7;3.7;3.7;3.7;3.71617050067659;2217;8238.75;19/11/2018;3.85
19/11/2018;3.85;3.85;3.85;3.85;3.85;30430;117155.5;16/11/2018;3.89
16/11/2018;3.9;3.89;3.9;3.89;3.899370739381227;19070;74361;15/11/2018;3.95
15/11/2018;3.66;3.95;3.95;3.66;3.736080973306019;63947;238911.17;14/11/2018;3.67
14/11/2018;3.7;3.67;3.7;3.67;3.6903582288103385;21048;77674.66;13/11/2018;3.68
13/11/2018;3.68;3.68;3.7;3.68;3.695652436163796;59684;220571.32;12/11/2018;3.75
12/11/2018;3.8;3.75;3.8;3.75;3.752909744050292;222700;835773;09/11/2018;3.8
09/11/2018;3.8;3.8;3.8;3.8;3.8000000000000003;4923;18707.4;08/11/2018;3.85
08/11/2018;3.85;3.85;3.86;3.85;3.8527308682277606;31858;122740.3;07/11/2018;3.86
07/11/2018;3.85;3.86;3.86;3.85;3.8570919881305636;10110;38995.2;06/11/2018;3.88
06/11/2018;3.9;3.88;3.9;3.88;3.8923597025016905;14790;57568;05/11/2018;3.95
05/11/2018;3.96;3.95;3.96;3.9;3.9374114121641637;87766;345570.85;02/11/2018;3.98
02/11/2018;3.98;3.98;3.98;3.98;3.9803878870364073;17634;70190.16;31/10/2018;3.96
31/10/2018;3.98;3.96;3.98;3.95;3.973664816935318;34059;135339.05;30/10/2018;3.98
30/10/2018;3.99;3.98;3.99;3.98;3.980947909116692;31733;126327.42;29/10/2018;3.99
29/10/2018;3.99;3.99;3.99;3.99;3.9899999999999998;5170;20628.3;26/10/2018;3.99
26/10/2018;3.98;3.99;3.99;3.98;3.985251256281407;5970;23791.95;25/10/2018;4
25/10/2018;4.1;4;4.1;4;4.004027064705115;237431;950680.15;24/10/2018;4.07
24/10/2018;4.05;4.07;4.07;4.05;4.060556841778648;41897;170125.15;23/10/2018;4.05
23/10/2018;4.05;4.05;4.06;4.05;4.054362889772873;7793;31595.65;22/10/2018;4.04
22/10/2018;4;4.04;4.04;4;4.027059312178102;12038;48477.74;19/10/2018;3.99
19/10/2018;3.99;3.99;3.99;3.99;3.99;1500;5985;17/10/2018;3.98
18/10/2018;;;;;3.98;1685;6706.3;17/10/2018;3.98
17/10/2018;3.98;3.98;3.98;3.98;3.98;23468;93402.64;16/10/2018;3.98
16/10/2018;3.95;3.98;4;3.95;3.9902759745350767;31887;127237.93;15/10/2018;3.98
15/10/2018;3.97;3.98;3.98;3.97;3.9744812906116964;4463;17738.11;12/10/2018;3.95
12/10/2018;3.95;3.95;3.95;3.95;3.95;78767;311129.65;11/10/2018;3.95
11/10/2018;3.95;3.95;3.95;3.95;3.9499999999999997;65762;259759.9;10/10/2018;3.95
10/10/2018;3.93;3.95;3.99;3.93;3.971913324436328;28474;113096.26;09/10/2018;3.93
09/10/2018;3.95;3.93;3.97;3.92;3.9260176816178967;70808;277993.46;05/10/2018;3.98
05/10/2018;4;3.98;4;3.98;3.9982310417378484;55609;222337.63;03/10/2018;3.98
04/10/2018;;;;;;;;03/10/2018;3.98
03/10/2018;3.98;3.98;3.98;3.98;3.9800000000000004;217847;867031.06;02/10/2018;3.99
02/10/2018;3.98;3.99;3.99;3.98;3.983099173553719;9680;38556.4;01/10/2018;3.98
01/10/2018;3.97;3.98;3.98;3.97;3.9798459113160356;84367;335767.66;28/09/2018;3.98
28/09/2018;4;3.98;4;3.97;3.9903047210300433;65240;260327.48;27/09/2018;3.98
27/09/2018;3.97;3.98;3.98;3.97;3.9715612802498046;25620;101751.4;25/09/2018;3.97
26/09/2018;;;;;;;;25/09/2018;3.97
25/09/2018;3.99;3.97;3.99;3.96;3.987917092684511;726691;2897983.46;24/09/2018;4
24/09/2018;4.04;4;4.04;4;4.00639655656405;21374;85632.72;20/09/2018;4.05
21/09/2018;;;;;;;;20/09/2018;4.05
20/09/2018;4;4.05;4.05;3.99;4.006962408118899;185838;744645.88;19/09/2018;4
19/09/2018;4;4;4;4;4;9000;36000;18/09/2018;4
18/09/2018;4;4;4;4;4;2450;9800;17/09/2018;4
17/09/2018;4.04;4;4.04;3.98;4.006882533908636;51683;207087.71;14/09/2018;4.05
14/09/2018;4.08;4.05;4.08;4.05;4.050102505694761;351200;1422396;13/09/2018;4.09
13/09/2018;4.12;4.09;4.12;4.09;4.096398565362575;194056;794930.72;12/09/2018;4.12
12/09/2018;4.14;4.12;4.14;4.1;4.105628914405011;49816;204526.01;10/09/2018;4.16
11/09/2018;;;;;;;;10/09/2018;4.16
10/09/2018;4.16;4.16;4.17;4.16;4.160708128815994;33412;139017.58;07/09/2018;4.16
07/09/2018;4.14;4.16;4.16;4.14;4.150938872238099;14347;59553.52;06/09/2018;4.14
06/09/2018;4.14;4.14;4.14;4.14;4.14;90549;374872.86;05/09/2018;4.16
05/09/2018;4.11;4.16;4.16;4.1;4.11653883920973;76379;314417.12;04/09/2018;4.1
04/09/2018;4.2;4.1;4.2;4.1;4.108532380444115;43097;177065.42;03/09/2018;4.24
03/09/2018;4.2;4.24;4.24;4.2;4.226119576084783;100020;422696.48;31/08/2018;4.2
31/08/2018;4.13;4.2;4.2;4.13;4.186650738488271;11510;48188.35;29/08/2018;4.1
29/08/2018;4.09;4.1;4.1;4.09;4.092861408310525;8038;32898.42;28/08/2018;4.07
28/08/2018;4.09;4.07;4.09;4.07;4.083058140439099;38579;157520.3;27/08/2018;4.15
27/08/2018;4.12;4.15;4.15;4.12;4.14367461669506;29350;121616.85;24/08/2018;4.11
24/08/2018;4.14;4.11;4.15;4.11;4.1430964950238;34665;143620.44;23/08/2018;4.1
23/08/2018;4.1;4.1;4.1;4.1;4.100053191489362;13348;54727.51;22/08/2018;4.1
22/08/2018;4.1;4.1;4.1;4.1;4.1;5073;20799.3;21/08/2018;4.1
21/08/2018;4.09;4.1;4.1;4.09;4.0907336276524315;98306;402143.66;20/08/2018;4.09
20/08/2018;4.09;4.09;4.09;4.08;4.088657015699125;20447;83600.77;17/08/2018;4.09
17/08/2018;4.07;4.09;4.09;4.07;4.078630136986301;73000;297740;16/08/2018;4.06
16/08/2018;4.06;4.06;4.06;4.06;4.06;2430;9865.8;15/08/2018;4.03
15/08/2018;4;4.03;4.03;4;4.008812785388128;10950;43896.5;14/08/2018;4.05
14/08/2018;4;4.05;4.05;4;4.027145338989974;183619;739460.4;13/08/2018;4.03
13/08/2018;4.05;4.03;4.05;4.03;4.038528671328671;10725;43313.22;10/08/2018;4.05
10/08/2018;4.05;4.05;4.05;4;4.002044278484372;105514;422271.7;09/08/2018;4.05
09/08/2018;4.05;4.05;4.1;4;4.047805832883163;149943;606940.15;08/08/2018;4.1
08/08/2018;4.1;4.1;4.1;4.1;4.1;11475;47047.5;07/08/2018;4.1
07/08/2018;4.1;4.1;4.1;4.08;4.093897721797783;43587;178440.72;03/08/2018;4.11
06/08/2018;;;;;;;;03/08/2018;4.11
03/08/2018;4.11;4.11;4.11;4.11;4.11;4800;19728;02/08/2018;4.1
02/08/2018;4.15;4.1;4.15;4.1;4.118344801512287;132250;544651.1;01/08/2018;4.15
01/08/2018;4.15;4.15;4.15;4.15;4.15;27507;114154.05;31/07/2018;4.15
31/07/2018;4.15;4.15;4.22;4.15;4.209849671286797;47762;201070.84;30/07/2018;4.15
30/07/2018;4.1;4.15;4.15;4.1;4.1474962443665495;29955;124238.25;27/07/2018;4.1
27/07/2018;4.1;4.1;4.1;4.1;4.1;1490;6109;26/07/2018;4.1
26/07/2018;4.2;4.1;4.2;4.1;4.107186287963919;788446;3238294.6;25/07/2018;4.2
25/07/2018;4.2;4.2;4.2;4.2;4.2;41692;175106.4;24/07/2018;4.2
24/07/2018;4.2;4.2;4.2;4.2;4.2;47163;198084.6;23/07/2018;4.25
23/07/2018;4.15;4.25;4.25;4.15;4.188112913649394;120694;505480.1;20/07/2018;4.17
20/07/2018;4.15;4.17;4.17;4.15;4.157126085446335;14395;59841.83;19/07/2018;4.15
19/07/2018;4.15;4.15;4.15;4.15;4.1499999999999995;25471;105704.65;18/07/2018;4.15
18/07/2018;4.15;4.15;4.15;4.15;4.15;54130;224639.5;17/07/2018;4.15
17/07/2018;4.24;4.15;4.24;4.15;4.203978097845495;67208;282540.96;16/07/2018;4.24
16/07/2018;4.24;4.24;4.24;4.24;4.239985333333333;7500;31799.89;13/07/2018;4.24
13/07/2018;4.2;4.24;4.24;4.2;4.2332699897225075;97300;411897.17;12/07/2018;4.24
12/07/2018;4.11;4.24;4.24;4.11;4.200158102766799;31625;132830;11/07/2018;4.1
11/07/2018;4.1;4.1;4.1;4.1;4.1;36873;151179.3;10/07/2018;4.1
10/07/2018;4.1;4.1;4.11;4.1;4.100235805955279;169631;695527.1;09/07/2018;4.1
09/07/2018;4.1;4.1;4.12;4.1;4.102261428847131;253897;1041551.87;06/07/2018;4.1
06/07/2018;4.1;4.1;4.12;4.1;4.103122619577583;161736;663622.64;05/07/2018;4.12
05/07/2018;4.12;4.12;4.12;4.1;4.117922651211842;214302;882479.06;04/07/2018;4.19
04/07/2018;4.21;4.19;4.21;4.19;4.195971275119184;16571;69531.44;03/07/2018;4.21
03/07/2018;4.2;4.21;4.25;4.2;4.24222106612568;401735;1704248.68;02/07/2018;4.2
02/07/2018;4.17;4.2;4.2;4.17;4.197076269386021;70605;296334.57;28/06/2018;4.17
28/06/2018;4.2;4.17;4.2;4.17;4.184573802857079;133213;557439.63;27/06/2018;4.25
27/06/2018;4.2;4.25;4.25;4.2;4.2432812427328965;107505;456173.95;26/06/2018;4.2
26/06/2018;4.14;4.2;4.2;4.1;4.139311210480898;127470;527638;25/06/2018;4.14
25/06/2018;4.27;4.14;4.27;4.05;4.257770481814469;154271;656850.51;22/06/2018;4.27
22/06/2018;4.18;4.27;4.27;4.18;4.204185483935566;124841;524854.72;21/06/2018;4.2
21/06/2018;4.2;4.2;4.2;4.2;4.2;22930;96306;20/06/2018;4.23
20/06/2018;4.45;4.23;4.45;4.23;4.245618738535346;35435;150443.5;19/06/2018;4.18
19/06/2018;4.59;4.6;4.6;4.56;4.592402554951827;279927;1285537.47;18/06/2018;4.62
18/06/2018;4.62;4.62;4.64;4.62;4.623219871205152;21740;100508.8;15/06/2018;4.58
15/06/2018;4.58;4.58;4.58;4.58;4.579999999999999;60509;277131.22;14/06/2018;4.56
14/06/2018;4.56;4.56;4.56;4.56;4.5600000000000005;4942;22535.52;13/06/2018;4.6
13/06/2018;4.6;4.6;4.6;4.6;4.6;58136;267425.6;12/06/2018;4.56
12/06/2018;4.54;4.56;4.56;4.52;4.5523751980982565;10096;45960.78;11/06/2018;4.54
11/06/2018;4.54;4.54;4.54;4.54;4.5398106689615885;82501;374538.92;08/06/2018;4.55
08/06/2018;4.55;4.55;4.55;4.54;4.541933760683761;28080;127537.5;07/06/2018;4.55
07/06/2018;4.58;4.55;4.6;4.5;4.579693197755961;439208;2011437.89;06/06/2018;4.6
06/06/2018;4.6;4.6;4.6;4.6;4.6;15154;69708.4;05/06/2018;4.65
05/06/2018;4.64;4.65;4.65;4.64;4.647096439381401;356483;1656610.88;04/06/2018;4.64
04/06/2018;4.6;4.64;4.65;4.6;4.63815494421352;109704;508824.15;01/06/2018;4.55
01/06/2018;4.51;4.55;4.55;4.51;4.514598615407277;27156;122598.44;31/05/2018;4.46
31/05/2018;4.5;4.46;4.5;4.45;4.4755797129734445;76857;343979.63;30/05/2018;4.45
30/05/2018;4.51;4.45;4.51;4.45;4.49804438506643;67365;303010.76;29/05/2018;4.5
29/05/2018;4.54;4.5;4.55;4.5;4.5437478367464665;55472;252050.78;28/05/2018;4.54
28/05/2018;4.55;4.54;4.55;4.54;4.546988254191347;9961;45292.55;25/05/2018;4.5
25/05/2018;4.53;4.5;4.53;4.5;4.505286792711018;43847;197543.31;24/05/2018;4.55
24/05/2018;4.52;4.55;4.55;4.5;4.51284426508535;384827;1736664.32;23/05/2018;4.52
23/05/2018;4.5;4.52;4.52;4.5;4.501737682165163;14410;64870.04;22/05/2018;4.49
22/05/2018;4.5;4.49;4.5;4.45;4.463002818474976;39383;175766.44;21/05/2018;4.5
21/05/2018;4.45;4.5;4.5;4.45;4.499915640008144;2003912;9017434.95;18/05/2018;4.45
18/05/2018;4.5;4.45;4.5;4.45;4.466105757248484;24074;107517.03;17/05/2018;4.5
17/05/2018;4.56;4.5;4.56;4.5;4.54938451807522;205530;935035;16/05/2018;4.56
16/05/2018;4.6;4.56;4.6;4.55;4.555364624967558;385300;1755181.99;15/05/2018;4.56
15/05/2018;4.56;4.56;4.56;4.55;4.559369204566958;15853;72279.68;14/05/2018;4.55
14/05/2018;4.56;4.55;4.56;4.55;4.5502950560105315;337258;1534623.41;11/05/2018;4.56
11/05/2018;4.55;4.56;4.56;4.55;4.553559108360552;17451;79464.16;10/05/2018;4.55
10/05/2018;4.6;4.55;4.6;4.55;4.570108782311358;225772;1031802.6;09/05/2018;4.57
09/05/2018;4.55;4.57;4.57;4.55;4.555547360067224;21421;97584.38;08/05/2018;4.55
08/05/2018;4.6;4.55;4.6;4.55;4.554218943753776;597569;2721460.06;07/05/2018;4.56
07/05/2018;4.5;4.56;4.56;4.5;4.506165919282512;21408;96468;04/05/2018;4.5
04/05/2018;4.55;4.5;4.55;4.5;4.540191716848962;32548;147774.16;03/05/2018;4.54
03/05/2018;4.54;4.54;4.54;4.54;4.54;1000;4540;02/05/2018;4.54
02/05/2018;4.5;4.54;4.54;4.5;4.506522816304924;47225;212820.54;30/04/2018;4.5
30/04/2018;4.51;4.5;4.53;4.5;4.513552401869685;159813;721324.35;27/04/2018;4.5
27/04/2018;4.5;4.5;4.5;4.5;4.5;33298;149841;26/04/2018;4.5
26/04/2018;4.48;4.5;4.52;4.45;4.502864839098448;111186;500655.53;25/04/2018;4.48
25/04/2018;4.4;4.48;4.48;4.4;4.431866124004157;57740;255895.95;24/04/2018;4.39
24/04/2018;4.4;4.39;4.47;4.39;4.45840895651201;125138;557916.38;23/04/2018;4.45
23/04/2018;4.35;4.45;4.45;4.35;4.39121243523316;9650;42375.2;20/04/2018;4.35
20/04/2018;4.35;4.35;4.35;4.35;4.35;2624;11414.4;19/04/2018;4.35
19/04/2018;4.34;4.35;4.35;4.34;4.3494561831970495;101137;439890.95;18/04/2018;4.34
18/04/2018;4.34;4.34;4.34;4.34;4.34;6010;26083.4;17/04/2018;4.34
17/04/2018;4.44;4.5;4.5;4.44;4.497522553606894;118828;534431.61;16/04/2018;4.42
16/04/2018;4.42;4.42;4.42;4.4;4.41670878738697;51756;228591.18;12/04/2018;4.42
12/04/2018;4.44;4.42;4.44;4.42;4.431096726465692;5407;23958.94;11/04/2018;4.44
11/04/2018;4.44;4.44;4.44;4.4;4.420906957074764;152521;674281.15;10/04/2018;4.45
10/04/2018;4.45;4.45;4.47;4.45;4.453376918703809;19349;86168.39;06/04/2018;4.5
09/04/2018;;;;;;;;06/04/2018;4.5
06/04/2018;4.5;4.5;4.5;4.49;4.498419796254581;29743;133796.5;05/04/2018;4.5
05/04/2018;4.5;4.5;4.5;4.5;4.5;35255;158647.5;04/04/2018;4.49
04/04/2018;4.42;4.49;4.49;4.4;4.4600946013705505;59830;266847.46;03/04/2018;4.4
03/04/2018;4.4;4.4;4.5;4.4;4.461008495260439;264265;1178888.41;02/04/2018;4.4
02/04/2018;4.44;4.4;4.44;4.4;4.403738370374541;71047;312872.4;28/03/2018;4.35
28/03/2018;4.3;4.35;4.35;4.3;4.345225040459847;71676;311448.35;27/03/2018;4.3
27/03/2018;4.25;4.3;4.3;4.25;4.297453993210649;83955;360792.75;26/03/2018;4.25
26/03/2018;4.3;4.25;4.3;4.2;4.26413390010627;47050;200627.5;23/03/2018;4.26
23/03/2018;4.3;4.26;4.3;4.26;4.291751897063675;12124;52033.2;22/03/2018;4.25
22/03/2018;4.15;4.25;4.25;4.15;4.171752778593031;78367;326927.75;21/03/2018;4.15
21/03/2018;4.12;4.15;4.15;4.12;4.140139657569726;146716;607424.73;20/03/2018;4.12
20/03/2018;4.2;4.12;4.2;4.1;4.132257658491439;324150;1339471.32;19/03/2018;4.2
19/03/2018;4.25;4.2;4.25;4.2;4.234131014345563;15754;66704.5;16/03/2018;4.2
16/03/2018;4.22;4.2;4.22;4.2;4.203267820863881;22642;95170.39;15/03/2018;4.21
15/03/2018;4.3;4.21;4.3;4.21;4.233796033994334;5295;22417.95;13/03/2018;4.35
14/03/2018;;;;;;;;13/03/2018;4.35
13/03/2018;4.35;4.35;4.36;4.35;4.35110278603109;23223;101045.66;12/03/2018;4.35
12/03/2018;4.35;4.35;4.35;4.35;4.3503855574707435;44092;191817.2;09/03/2018;4.39
09/03/2018;4.39;4.39;4.39;4.39;4.382466651593941;4423;19383.65;08/03/2018;4.35
08/03/2018;4.35;4.35;4.35;4.35;4.35;5500;23925;07/03/2018;4.35
07/03/2018;4.35;4.35;4.35;4.35;4.35;1000;4350;06/03/2018;4.25
06/03/2018;4.3;4.25;4.3;4.25;4.296903500390862;57565;247351.25;05/03/2018;4.3
05/03/2018;4.31;4.3;4.31;4.3;4.300846692255588;35432;152387.6;02/03/2018;4.35
02/03/2018;4.25;4.35;4.35;4.21;4.289943444935328;150296;644761.34;01/03/2018;4.25
01/03/2018;4.2;4.25;4.25;4.2;4.2233671840998115;6893;29111.67;28/02/2018;4.25
28/02/2018;4.25;4.25;4.25;4.25;4.250212920811154;70073;297825.17;27/02/2018;4.25
27/02/2018;4.25;4.25;4.25;4.25;4.25;9965;42351.25;26/02/2018;4.18
26/02/2018;4.3;4.18;4.3;4.18;4.193246459090174;67991;285103.02;23/02/2018;4.22
23/02/2018;4.27;4.22;4.27;4.22;4.223011802397833;278418;1175762.5;22/02/2018;4.25
22/02/2018;4.31;4.25;4.31;4.25;4.266983930778739;8090;34519.9;21/02/2018;4.31
21/02/2018;4.32;4.31;4.32;4.31;4.312373940447729;18404;79364.93;20/02/2018;4.31
20/02/2018;4.31;4.31;4.31;4.3;4.302785514902302;66634;286711.81;19/02/2018;4.32
19/02/2018;4.31;4.32;4.32;4.31;4.313523962948047;9932;42841.92;16/02/2018;4.31
16/02/2018;4.31;4.31;4.31;4.3;4.306854570217918;13216;56919.39;15/02/2018;4.31
15/02/2018;4.31;4.31;4.31;4.31;4.31;8979;38699.49;13/02/2018;4.32
14/02/2018;;;;;4.3;300;1290;13/02/2018;4.32
13/02/2018;4.34;4.32;4.34;4.32;4.320341305248787;82038;354432.16;12/02/2018;4.34
12/02/2018;4.29;4.34;4.34;4.29;4.316671015271276;65155;281252.7;09/02/2018;4.29
09/02/2018;4.25;4.29;4.29;4.25;4.276171058623703;162494;694852.14;08/02/2018;4.35
08/02/2018;4.35;4.35;4.35;4.35;4.35;11000;47850;06/02/2018;4.35
07/02/2018;;;;;;;;06/02/2018;4.35
06/02/2018;4.25;4.35;4.35;4.25;4.29856342393896;16776;72112.7;05/02/2018;4.25
05/02/2018;4.36;4.25;4.36;4.25;4.256543311219065;371555;1581539.95;02/02/2018;4.37
02/02/2018;4.4;4.37;4.4;4.37;4.386113020047957;323624;1419451.44;01/02/2018;4.4
01/02/2018;4.37;4.4;4.4;4.36;4.397657066171157;96870;426001.04;31/01/2018;4.36
31/01/2018;4.36;4.36;4.36;4.36;4.36;38119;166198.84;30/01/2018;4.31
30/01/2018;4.36;4.31;4.36;4.31;4.350052021413801;138789;603739.37;29/01/2018;4.36
29/01/2018;4.36;4.36;4.36;4.36;4.36;16000;69760;26/01/2018;4.38
26/01/2018;4.38;4.38;4.38;4.35;4.373006134969325;46944;205286.4;25/01/2018;4.38
25/01/2018;4.38;4.38;4.42;4.38;4.4012380899330985;341098;1501253.51;24/01/2018;4.37
24/01/2018;4.32;4.37;4.37;4.32;4.324272824083086;174662;755286.14;23/01/2018;4.32
23/01/2018;4.32;4.32;4.32;4.32;4.32;25400;109728;19/01/2018;4.29
22/01/2018;;;;;4.26;400;1704;19/01/2018;4.29
19/01/2018;4.37;4.29;4.37;4.29;4.292028154284423;606231;2601960.52;17/01/2018;4.38
18/01/2018;;;;;;;;17/01/2018;4.38
17/01/2018;4.38;4.38;4.38;4.38;4.38;2754;12062.52;16/01/2018;4.38
16/01/2018;4.31;4.38;4.38;4.31;4.343470557582074;17271;75016.08;15/01/2018;4.31
12/01/2018;4.39;4.39;4.39;4.39;4.39;21400;93946;11/01/2018;4.39
11/01/2018;4.36;4.39;4.39;4.36;4.365195614946651;68323;298243.26;10/01/2018;4.36
10/01/2018;4.38;4.36;4.38;4.35;4.359264709661079;272423;1187563.97;09/01/2018;4.35
09/01/2018;4.35;4.35;4.35;4.35;4.344230769230769;5200;22590;08/01/2018;4.35
08/01/2018;4.38;4.35;4.42;4.35;4.416391464626766;79481;351019.21;05/01/2018;4.38
05/01/2018;4.32;4.38;4.38;4.32;4.3224760491866645;191434;827468.88;04/01/2018;4.31
04/01/2018;4.26;4.31;4.32;4.26;4.3078804252482366;142505;613894.5;03/01/2018;4.26
03/01/2018;4.25;4.26;4.26;4.25;4.250444764242784;59065;251052.52;02/01/2018;4.25
02/01/2018;4.25;4.25;4.25;4.25;4.250311944227076;28114;119493.27;28/12/2017;4.15
